#curie_map:
#  cdm.rosetta: https://cdm.finos.org/rosetta/
#  common_domain_model: https://w3id.org/lmodel/common-domain-model/
#  linkml: https://w3id.org/linkml/
#  semapv: https://w3id.org/semapv/vocab/
subject_id	subject_label	subject_source	predicate_id	object_id	object_label	object_source	mapping_justification	comment
cdm.rosetta:cdm.event.common.ExerciseInstruction	type ExerciseInstruction	cdm.rosetta	skos:exactMatch	common_domain_model:ExerciseInstruction	class ExerciseInstruction	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.ExerciseInstruction.exerciseQuantity	ExerciseInstruction.exerciseQuantity	cdm.rosetta	skos:exactMatch	common_domain_model:exerciseQuantity	slot exerciseQuantity	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.event.common.ExerciseInstruction.exerciseOption	ExerciseInstruction.exerciseOption	cdm.rosetta	skos:exactMatch	common_domain_model:exerciseOption	slot exerciseOption	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.ExerciseInstruction.exerciseDate	ExerciseInstruction.exerciseDate	cdm.rosetta	skos:exactMatch	common_domain_model:exerciseDate	slot exerciseDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.ExerciseInstruction.exerciseTime	ExerciseInstruction.exerciseTime	cdm.rosetta	skos:exactMatch	common_domain_model:exerciseTime	slot exerciseTime	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.ExerciseInstruction.replacementTradeIdentifier	ExerciseInstruction.replacementTradeIdentifier	cdm.rosetta	skos:exactMatch	common_domain_model:replacementTradeIdentifier	slot replacementTradeIdentifier	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..*) -> LinkML slot
cdm.rosetta:cdm.event.common.ResetInstruction	type ResetInstruction	cdm.rosetta	skos:exactMatch	common_domain_model:ResetInstruction	class ResetInstruction	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.ResetInstruction.payout	ResetInstruction.payout	cdm.rosetta	skos:exactMatch	common_domain_model:payout	slot payout	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..*) -> LinkML slot
cdm.rosetta:cdm.event.common.ResetInstruction.rateRecordDate	ResetInstruction.rateRecordDate	cdm.rosetta	skos:exactMatch	common_domain_model:rateRecordDate	slot rateRecordDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.ResetInstruction.resetDate	ResetInstruction.resetDate	cdm.rosetta	skos:exactMatch	common_domain_model:resetDate	slot resetDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.event.common.CalculateTransferInstruction	type CalculateTransferInstruction	cdm.rosetta	skos:exactMatch	common_domain_model:CalculateTransferInstruction	class CalculateTransferInstruction	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.CalculateTransferInstruction.tradeState	CalculateTransferInstruction.tradeState	cdm.rosetta	skos:exactMatch	common_domain_model:tradeState	slot tradeState	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.event.common.CalculateTransferInstruction.payout	CalculateTransferInstruction.payout	cdm.rosetta	skos:exactMatch	common_domain_model:payout	slot payout	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.event.common.CalculateTransferInstruction.resets	CalculateTransferInstruction.resets	cdm.rosetta	skos:exactMatch	common_domain_model:resets	slot resets	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..*) -> LinkML slot
cdm.rosetta:cdm.event.common.CalculateTransferInstruction.payerReceiver	CalculateTransferInstruction.payerReceiver	cdm.rosetta	skos:exactMatch	common_domain_model:payerReceiver	slot payerReceiver	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.CalculateTransferInstruction.quantity	CalculateTransferInstruction.quantity	cdm.rosetta	skos:exactMatch	common_domain_model:quantity	slot quantity	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.CalculateTransferInstruction.date	CalculateTransferInstruction.date	cdm.rosetta	skos:exactMatch	common_domain_model:date	slot date	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.TransferInstruction	type TransferInstruction	cdm.rosetta	skos:exactMatch	common_domain_model:TransferInstruction	class TransferInstruction	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.TransferInstruction.transferState	TransferInstruction.transferState	cdm.rosetta	skos:exactMatch	common_domain_model:transferState	slot transferState	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..*) -> LinkML slot
cdm.rosetta:cdm.event.common.QuantityChangeInstruction	type QuantityChangeInstruction	cdm.rosetta	skos:exactMatch	common_domain_model:QuantityChangeInstruction	class QuantityChangeInstruction	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.QuantityChangeInstruction.change	QuantityChangeInstruction.change	cdm.rosetta	skos:exactMatch	common_domain_model:change	slot change	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..*) -> LinkML slot
cdm.rosetta:cdm.event.common.QuantityChangeInstruction.direction	QuantityChangeInstruction.direction	cdm.rosetta	skos:exactMatch	common_domain_model:direction	slot direction	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.event.common.QuantityChangeInstruction.lotIdentifier	QuantityChangeInstruction.lotIdentifier	cdm.rosetta	skos:exactMatch	common_domain_model:lotIdentifier	slot lotIdentifier	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..*) -> LinkML slot
cdm.rosetta:cdm.event.common.IndexTransitionInstruction	type IndexTransitionInstruction	cdm.rosetta	skos:exactMatch	common_domain_model:IndexTransitionInstruction	class IndexTransitionInstruction	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.IndexTransitionInstruction.priceQuantity	IndexTransitionInstruction.priceQuantity	cdm.rosetta	skos:exactMatch	common_domain_model:priceQuantity	slot priceQuantity	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..*) -> LinkML slot
cdm.rosetta:cdm.event.common.IndexTransitionInstruction.effectiveDate	IndexTransitionInstruction.effectiveDate	cdm.rosetta	skos:exactMatch	common_domain_model:effectiveDate	slot effectiveDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.event.common.IndexTransitionInstruction.cashTransfer	IndexTransitionInstruction.cashTransfer	cdm.rosetta	skos:exactMatch	common_domain_model:cashTransfer	slot cashTransfer	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.TermsChangeInstruction	type TermsChangeInstruction	cdm.rosetta	skos:exactMatch	common_domain_model:TermsChangeInstruction	class TermsChangeInstruction	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.TermsChangeInstruction.product	TermsChangeInstruction.product	cdm.rosetta	skos:exactMatch	common_domain_model:product	slot product	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.TermsChangeInstruction.ancillaryParty	TermsChangeInstruction.ancillaryParty	cdm.rosetta	skos:exactMatch	common_domain_model:ancillaryParty	slot ancillaryParty	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..*) -> LinkML slot
cdm.rosetta:cdm.event.common.TermsChangeInstruction.adjustment	TermsChangeInstruction.adjustment	cdm.rosetta	skos:exactMatch	common_domain_model:adjustment	slot adjustment	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.SplitInstruction	type SplitInstruction	cdm.rosetta	skos:exactMatch	common_domain_model:SplitInstruction	class SplitInstruction	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.SplitInstruction.breakdown	SplitInstruction.breakdown	cdm.rosetta	skos:exactMatch	common_domain_model:breakdown	slot breakdown	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..*) -> LinkML slot
cdm.rosetta:cdm.event.common.PartyChangeInstruction	type PartyChangeInstruction	cdm.rosetta	skos:exactMatch	common_domain_model:PartyChangeInstruction	class PartyChangeInstruction	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.PartyChangeInstruction.counterparty	PartyChangeInstruction.counterparty	cdm.rosetta	skos:exactMatch	common_domain_model:counterparty	slot counterparty	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.event.common.PartyChangeInstruction.ancillaryParty	PartyChangeInstruction.ancillaryParty	cdm.rosetta	skos:exactMatch	common_domain_model:ancillaryParty	slot ancillaryParty	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.PartyChangeInstruction.partyRole	PartyChangeInstruction.partyRole	cdm.rosetta	skos:exactMatch	common_domain_model:partyRole	slot partyRole	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.PartyChangeInstruction.tradeId	PartyChangeInstruction.tradeId	cdm.rosetta	skos:exactMatch	common_domain_model:tradeId	slot tradeId	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..*) -> LinkML slot
cdm.rosetta:cdm.event.common.TradeState	type TradeState	cdm.rosetta	skos:exactMatch	common_domain_model:TradeState	class TradeState	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.TradeState.trade	TradeState.trade	cdm.rosetta	skos:exactMatch	common_domain_model:trade	slot trade	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.event.common.TradeState.state	TradeState.state	cdm.rosetta	skos:exactMatch	common_domain_model:state	slot state	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.TradeState.resetHistory	TradeState.resetHistory	cdm.rosetta	skos:exactMatch	common_domain_model:resetHistory	slot resetHistory	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..*) -> LinkML slot
cdm.rosetta:cdm.event.common.TradeState.transferHistory	TradeState.transferHistory	cdm.rosetta	skos:exactMatch	common_domain_model:transferHistory	slot transferHistory	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..*) -> LinkML slot
cdm.rosetta:cdm.event.common.TradeState.observationHistory	TradeState.observationHistory	cdm.rosetta	skos:exactMatch	common_domain_model:observationHistory	slot observationHistory	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..*) -> LinkML slot
cdm.rosetta:cdm.event.common.TradeState.valuationHistory	TradeState.valuationHistory	cdm.rosetta	skos:exactMatch	common_domain_model:valuationHistory	slot valuationHistory	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..*) -> LinkML slot
cdm.rosetta:cdm.event.common.CounterpartyPositionState	type CounterpartyPositionState	cdm.rosetta	skos:exactMatch	common_domain_model:CounterpartyPositionState	class CounterpartyPositionState	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.CounterpartyPositionState.counterpartyPosition	CounterpartyPositionState.counterpartyPosition	cdm.rosetta	skos:exactMatch	common_domain_model:counterpartyPosition	slot counterpartyPosition	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.event.common.CounterpartyPositionState.state	CounterpartyPositionState.state	cdm.rosetta	skos:exactMatch	common_domain_model:state	slot state	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.CounterpartyPositionState.observationHistory	CounterpartyPositionState.observationHistory	cdm.rosetta	skos:exactMatch	common_domain_model:observationHistory	slot observationHistory	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..*) -> LinkML slot
cdm.rosetta:cdm.event.common.CounterpartyPositionState.valuationHistory	CounterpartyPositionState.valuationHistory	cdm.rosetta	skos:exactMatch	common_domain_model:valuationHistory	slot valuationHistory	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..*) -> LinkML slot
cdm.rosetta:cdm.event.common.ObservationEvent	type ObservationEvent	cdm.rosetta	skos:exactMatch	common_domain_model:ObservationEvent	class ObservationEvent	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.ObservationEvent.creditEvent	ObservationEvent.creditEvent	cdm.rosetta	skos:exactMatch	common_domain_model:creditEvent	slot creditEvent	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.ObservationEvent.corporateAction	ObservationEvent.corporateAction	cdm.rosetta	skos:exactMatch	common_domain_model:corporateAction	slot corporateAction	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.Reset	type Reset	cdm.rosetta	skos:exactMatch	common_domain_model:Reset	class Reset	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.Reset.resetValue	Reset.resetValue	cdm.rosetta	skos:exactMatch	common_domain_model:resetValue	slot resetValue	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.event.common.Reset.resetDate	Reset.resetDate	cdm.rosetta	skos:exactMatch	common_domain_model:resetDate	slot resetDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.event.common.Reset.rateRecordDate	Reset.rateRecordDate	cdm.rosetta	skos:exactMatch	common_domain_model:rateRecordDate	slot rateRecordDate	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.Reset.observations	Reset.observations	cdm.rosetta	skos:exactMatch	common_domain_model:observations	slot observations	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..*) -> LinkML slot
cdm.rosetta:cdm.event.common.Reset.averagingMethodology	Reset.averagingMethodology	cdm.rosetta	skos:exactMatch	common_domain_model:averagingMethodology	slot averagingMethodology	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.State	type State	cdm.rosetta	skos:exactMatch	common_domain_model:State	class State	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.State.closedState	State.closedState	cdm.rosetta	skos:exactMatch	common_domain_model:closedState	slot closedState	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.State.positionState	State.positionState	cdm.rosetta	skos:exactMatch	common_domain_model:positionState	slot positionState	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.TransferState	type TransferState	cdm.rosetta	skos:exactMatch	common_domain_model:TransferState	class TransferState	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.TransferState.transfer	TransferState.transfer	cdm.rosetta	skos:exactMatch	common_domain_model:transfer	slot transfer	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.event.common.TransferState.transferStatus	TransferState.transferStatus	cdm.rosetta	skos:exactMatch	common_domain_model:transferStatus	slot transferStatus	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.UnscheduledTransfer	type UnscheduledTransfer	cdm.rosetta	skos:exactMatch	common_domain_model:UnscheduledTransfer	class UnscheduledTransfer	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.UnscheduledTransfer.transferType	UnscheduledTransfer.transferType	cdm.rosetta	skos:exactMatch	common_domain_model:transferType	slot transferType	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.ScheduledTransfer	type ScheduledTransfer	cdm.rosetta	skos:exactMatch	common_domain_model:ScheduledTransfer	class ScheduledTransfer	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.ScheduledTransfer.transferType	ScheduledTransfer.transferType	cdm.rosetta	skos:exactMatch	common_domain_model:transferType	slot transferType	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.event.common.ScheduledTransfer.corporateActionTransferType	ScheduledTransfer.corporateActionTransferType	cdm.rosetta	skos:exactMatch	common_domain_model:corporateActionTransferType	slot corporateActionTransferType	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.ScheduledTransfer.payoutReference	ScheduledTransfer.payoutReference	cdm.rosetta	skos:exactMatch	common_domain_model:payoutReference	slot payoutReference	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.TransferBase	type TransferBase	cdm.rosetta	skos:exactMatch	common_domain_model:TransferBase	class TransferBase	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.TransferBase.identifier	TransferBase.identifier	cdm.rosetta	skos:exactMatch	common_domain_model:identifier	slot identifier	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..*) -> LinkML slot
cdm.rosetta:cdm.event.common.TransferBase.payerReceiver	TransferBase.payerReceiver	cdm.rosetta	skos:exactMatch	common_domain_model:payerReceiver	slot payerReceiver	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.event.common.TradeIdentifier	type TradeIdentifier	cdm.rosetta	skos:exactMatch	common_domain_model:TradeIdentifier	class TradeIdentifier	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.TradeIdentifier.identifierType	TradeIdentifier.identifierType	cdm.rosetta	skos:exactMatch	common_domain_model:identifierType	slot identifierType	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.PositionIdentifier	type PositionIdentifier	cdm.rosetta	skos:exactMatch	common_domain_model:PositionIdentifier	class PositionIdentifier	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.PositionIdentifier.identifierType	PositionIdentifier.identifierType	cdm.rosetta	skos:exactMatch	common_domain_model:identifierType	slot identifierType	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (0..1) -> LinkML slot
cdm.rosetta:cdm.event.common.Valuation	type Valuation	cdm.rosetta	skos:exactMatch	common_domain_model:Valuation	class Valuation	common_domain_model	semapv:ManualMappingCuration	Rosetta type -> LinkML class in cdm_event_common
cdm.rosetta:cdm.event.common.Valuation.amount	Valuation.amount	cdm.rosetta	skos:exactMatch	common_domain_model:amount	slot amount	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
cdm.rosetta:cdm.event.common.Valuation.timestamp	Valuation.timestamp	cdm.rosetta	skos:exactMatch	common_domain_model:timestamp	slot timestamp	common_domain_model	semapv:ManualMappingCuration	Rosetta attr (1..1) -> LinkML slot
